Edad,Ingreso_Mensual,Monto_Credito,Plazo_Meses,Atrasos_Previos,Cuota_Estimada,Ratio_Deuda_Ingreso,Perfil_Historico,Morosidad,Ingreso_Normalizado
26,4727.61,28327.87,24,0,1180.33,24.97,Confiable,0,0.23891893333688974
41,5657.54,71049.13,24,1,2960.38,52.33,Confiable,0,0.3078196325463985
61,7014.31,43482.45,48,0,905.88,12.91,Confiable,0,0.40834591050977764
40,9311.24,64082.19,12,0,5340.18,57.35,Confiable,0,0.5785308524250796
61,1798.37,39507.08,60,4,658.45,36.61,Riesgoso,1,0.021884657474769694
56,6282.61,8977.17,36,4,249.37,3.97,Riesgoso,1,0.3541325378778617
45,9714.9,95264.18,24,1,3969.34,40.86,Confiable,0,0.6084389705016126
23,1773.32,82065.67,60,4,1367.76,77.13,Riesgoso,1,0.020028644102582337
22,4785.88,43440.02,60,0,724.0,15.13,Confiable,0,0.24323629458229326
53,5612.31,27749.49,48,2,578.11,10.3,Riesgoso,0,0.3044684355474351
52,8496.9,90497.28,12,2,7541.44,88.76,Riesgoso,0,0.5181944879737002
29,10313.63,62571.61,48,0,1303.58,12.64,Confiable,0,0.6528002833291471
26,6488.58,74500.92,12,2,6208.41,95.68,Riesgoso,1,0.3693933392459029
35,9134.01,13657.37,60,1,227.62,2.49,Confiable,0,0.5653994652014164
37,7249.16,65309.81,60,2,1088.5,15.02,Riesgoso,0,0.4257464989512228
34,6822.96,16512.78,12,4,1376.06,20.17,Riesgoso,1,0.39416833930147216
52,2110.44,67899.57,36,3,1886.1,89.37,Riesgoso,1,0.045006657197664314
63,14361.93,53915.55,60,0,898.59,6.26,Confiable,0,0.9527483445916659
34,2054.48,9241.82,48,1,192.54,9.37,Confiable,0,0.04086044928119307
64,5248.94,31728.52,24,0,1322.02,25.19,Confiable,0,0.2775454982599411
63,5308.62,26829.66,48,0,558.95,10.53,Confiable,0,0.2819673297191085
40,8760.03,66100.49,48,3,1377.09,15.72,Riesgoso,0,0.5376904080784372
58,7523.74,95362.3,24,2,3973.43,52.81,Riesgoso,0,0.44609077646560225
54,1814.12,89146.35,48,2,1857.22,102.38,Riesgoso,1,0.02305161199021684
43,2532.74,29359.36,36,3,815.54,32.2,Riesgoso,1,0.07629585668168518
56,5747.22,92953.94,24,4,3873.08,67.39,Riesgoso,1,0.31446423451117944
38,10217.58,80663.23,12,1,6721.94,65.79,Confiable,0,0.6456837130936742
25,5825.52,6347.84,48,1,132.25,2.27,Confiable,0,0.32026566553083097
39,7885.15,12682.37,12,0,1056.86,13.4,Confiable,0,0.4728684927467294
38,2190.29,76786.53,36,3,2132.96,97.38,Riesgoso,1,0.05092293136010586
39,2767.8,20901.06,48,1,435.44,15.73,Confiable,0,0.09371200451666968
28,9295.12,63130.17,12,3,5260.85,56.6,Riesgoso,1,0.5773364837400633
25,7531.31,28618.76,60,0,476.98,6.33,Confiable,0,0.44665165555651876
24,14085.12,49657.74,12,2,4138.14,29.38,Riesgoso,0,0.9322388411363692
41,14340.52,52303.48,48,4,1089.66,7.6,Riesgoso,1,0.9511620273741598
55,12528.61,55753.68,60,1,929.23,7.42,Confiable,0,0.8169133571466147
30,11331.72,63602.58,60,1,1060.04,9.35,Confiable,0,0.7282329641311523
56,7370.83,85105.31,36,1,2364.04,32.07,Confiable,0,0.4347613151984897
29,14867.89,75467.06,48,0,1572.23,10.57,Confiable,0,0.9902361100923412
60,11285.35,12189.62,60,0,203.16,1.8,Confiable,0,0.7247973018529756
26,8644.16,56973.46,12,4,4747.79,54.92,Riesgoso,1,0.5291053274622555
50,4473.99,49595.71,12,4,4132.98,92.38,Riesgoso,1,0.2201276314824323
60,13431.06,42503.8,48,0,885.5,6.59,Confiable,0,0.8837779985729813
61,3117.81,19112.17,12,3,1592.68,51.08,Riesgoso,0,0.11964506800566362
41,10949.02,43254.13,36,0,1201.5,10.97,Confiable,0,0.6998778217145415
59,4929.67,76278.57,48,3,1589.14,32.24,Riesgoso,0,0.2538900336156993
54,2218.96,78909.08,12,4,6575.76,296.34,Riesgoso,1,0.0530471590399706
55,7973.34,91862.06,36,3,2551.72,32.0,Riesgoso,1,0.47940269710973155
41,4938.64,98508.62,24,4,4104.53,83.11,Riesgoso,1,0.2545546419968778
43,5480.19,98786.51,36,3,2744.07,50.07,Riesgoso,0,0.2946793542407127
44,2942.19,19795.35,48,0,412.4,14.02,Confiable,0,0.10663296946580157
49,13327.21,61592.81,60,0,1026.55,7.7,Confiable,0,0.8760835080060488
63,7582.01,89903.3,24,1,3745.97,49.41,Confiable,1,0.45040813771100574
29,7238.04,56953.54,48,1,1186.53,16.39,Confiable,0,0.424922592017142
52,13964.1,39030.7,60,4,650.51,4.66,Riesgoso,0,0.9232721849167239
41,2129.99,96094.38,48,0,2001.97,93.99,Confiable,0,0.0464551626438225
31,6269.51,92165.59,36,0,2560.16,40.84,Confiable,0,0.35316192809041047
55,10003.42,28406.27,60,0,473.44,4.73,Confiable,0,0.6298160953776005
35,8191.2,35796.33,60,1,596.61,7.28,Confiable,0,0.49554445652149753
55,8646.31,72845.57,36,4,2023.49,23.4,Riesgoso,1,0.5292646260151578
52,7791.79,33754.61,24,1,1406.44,18.05,Confiable,0,0.46595123093325985
28,8756.72,54547.89,36,2,1515.22,17.3,Riesgoso,0,0.5374451623993177
57,7074.51,95365.53,24,0,3973.56,56.17,Confiable,0,0.41280626999104225
57,14791.46,39789.01,24,0,1657.88,11.21,Confiable,0,0.9845732317675396
43,11270.61,76966.34,60,3,1282.77,11.38,Riesgoso,0,0.7237051806112175
54,6224.71,16925.34,36,4,470.15,7.55,Riesgoso,1,0.34984259080202745
52,4872.86,35490.76,60,0,591.51,12.14,Confiable,0,0.24968084720156897
22,6114.84,99479.9,24,4,4145.0,67.79,Riesgoso,1,0.3417020642869686
42,14921.57,38892.33,60,1,648.21,4.34,Confiable,0,0.9942133874503859
22,12094.86,37978.01,48,3,791.21,6.54,Riesgoso,0,0.7847758002529513
32,2563.15,21977.89,24,0,915.75,35.73,Confiable,0,0.07854900505087552
55,12317.58,81181.03,24,2,3382.54,27.46,Riesgoso,0,0.8012776484866266
53,12593.16,73856.5,36,1,2051.57,16.29,Confiable,0,0.8216960183511933
46,7654.63,63961.27,48,0,1332.53,17.41,Confiable,0,0.45578872418159444
25,11084.38,51076.76,36,0,1418.8,12.8,Confiable,0,0.70990696223587
25,7344.74,65927.32,36,4,1831.31,24.93,Riesgoso,1,0.4328282457821077
34,10284.54,26580.1,24,4,1107.5,10.77,Riesgoso,1,0.6506449368622038
38,3449.7,49660.68,48,1,1034.6,29.99,Confiable,0,0.14423557810926693
43,2062.09,51031.49,60,1,850.52,41.25,Confiable,0,0.04142429206611706
48,13211.17,60552.37,24,2,2523.02,19.1,Riesgoso,0,0.8674858316903354
38,9209.17,8797.33,36,2,244.37,2.65,Riesgoso,0,0.5709682462414803
49,7535.84,94236.02,24,4,3926.5,52.1,Riesgoso,1,0.4469872939028664
39,11914.85,13231.91,48,3,275.66,2.31,Riesgoso,0,0.7714384362957678
48,13554.83,8432.94,60,1,140.55,1.04,Confiable,0,0.8929484087556412
58,5230.67,89165.74,48,0,1857.62,35.51,Confiable,0,0.2761918310220225
63,10109.27,61037.31,60,4,1017.29,10.06,Riesgoso,1,0.6376587706449073
26,6131.75,85136.04,60,1,1418.93,23.14,Confiable,0,0.3429549659286328
37,6000.64,40741.74,24,4,1697.57,28.29,Riesgoso,1,0.33324071789559945
57,7932.37,38516.82,60,0,641.95,8.09,Confiable,0,0.4763671335225652
48,11619.42,37214.29,60,3,620.24,5.34,Riesgoso,1,0.7495493332799869
24,6429.93,40137.2,12,4,3344.77,52.02,Riesgoso,1,0.3650478229074283
39,1770.17,73639.59,36,0,2045.54,115.56,Confiable,0,0.019795253199492917
25,12124.78,34447.81,36,4,956.88,7.89,Riesgoso,1,0.78699264337055
37,13751.61,78626.95,24,0,3276.12,23.82,Confiable,0,0.9075283014254628
27,14579.7,98906.21,48,3,2060.55,14.13,Riesgoso,1,0.9688834356919152
62,1570.78,78348.64,60,0,1305.81,83.13,Confiable,0,0.005021979495683007
22,14644.71,34177.11,60,4,569.62,3.89,Riesgoso,1,0.9737001793775797
38,13939.05,73747.36,36,2,2048.54,14.7,Riesgoso,1,0.9214161715445365
38,6568.88,78513.42,60,2,1308.56,19.92,Riesgoso,0,0.3753429549659286
21,6767.39,25081.6,36,2,696.71,10.3,Riesgoso,0,0.3900510274015739
51,4027.64,80569.51,36,0,2238.04,55.57,Confiable,0,0.1870565109764112
27,7582.73,74634.59,36,0,2073.18,27.34,Confiable,0,0.4504614842031404
23,6816.19,32795.7,36,0,910.99,13.37,Confiable,0,0.3936667340907053
33,10981.16,54271.46,12,2,4522.62,41.19,Riesgoso,0,0.7022591498495555
55,2703.26,12546.15,24,3,522.76,19.34,Riesgoso,1,0.08893008423559294
24,12532.34,51968.44,12,3,4330.7,34.56,Riesgoso,1,0.8171897216128127
56,6194.16,5943.94,24,0,247.66,4.0,Confiable,0,0.3475790695038109
39,6628.4,35225.21,48,0,733.86,11.07,Confiable,0,0.379752931649066
34,2092.65,25671.37,12,3,2139.28,102.23,Riesgoso,1,0.04368855428783545
33,8921.81,78206.26,36,1,2172.4,24.35,Confiable,0,0.5496770684917094
60,8551.61,21651.97,60,4,360.87,4.22,Riesgoso,1,0.5222480804524375
39,2479.02,79089.71,12,1,6590.81,265.86,Confiable,1,0.07231561562963308
57,5840.08,45675.1,24,2,1903.13,32.59,Riesgoso,1,0.3213444501495554
42,1833.45,25427.9,60,2,423.8,23.11,Riesgoso,1,0.024483817119333885
21,4750.48,43730.13,48,3,911.04,19.18,Riesgoso,0,0.24061342538566918
38,10540.47,22512.5,24,3,938.02,8.9,Riesgoso,1,0.6696073920455934
59,12929.47,87374.95,60,2,1456.25,11.26,Riesgoso,0,0.8466140166426237
32,4328.09,34613.92,36,2,961.5,22.22,Riesgoso,0,0.20931755759013151
59,2257.53,96681.3,12,2,8056.78,356.88,Riesgoso,1,0.05590490098668784
39,2447.17,80983.33,36,4,2249.54,91.92,Riesgoso,1,0.06995577427617332
23,2567.32,52898.33,48,0,1102.05,42.93,Confiable,0,0.07885797015115581
50,5608.03,73231.13,60,4,1220.52,21.76,Riesgoso,1,0.3041513202886341
26,8805.02,71024.22,36,4,1972.9,22.41,Riesgoso,0,0.5410238229133557
44,2293.92,76642.87,60,0,1277.38,55.69,Confiable,0,0.058601121609997135
49,9535.58,43395.54,36,3,1205.43,12.64,Riesgoso,1,0.5951527302660582
32,10617.89,76674.9,60,4,1277.92,12.04,Riesgoso,1,0.6753436217970803
38,7610.87,5007.99,12,2,417.33,5.48,Riesgoso,0,0.45254644293740603
28,13045.08,54640.0,48,0,1138.33,8.73,Confiable,0,0.8551798332477567
58,9972.25,68255.6,36,4,1895.99,19.01,Riesgoso,1,0.627506636822268
51,14765.5,51136.94,48,1,1065.35,7.22,Confiable,0,0.9826497943566821
48,7863.8,81264.93,60,2,1354.42,17.22,Riesgoso,0,0.4712866210702344
61,7892.39,82068.02,48,3,1709.75,21.66,Riesgoso,1,0.4734049213620842
32,11311.27,29532.0,24,0,1230.5,10.88,Confiable,0,0.7267177755698258
58,11509.0,98183.75,36,4,2727.33,23.7,Riesgoso,1,0.741368055972325
31,2593.46,36604.0,24,0,1525.17,58.81,Confiable,1,0.08079474418504713
26,5451.13,16753.71,48,3,349.04,6.4,Riesgoso,1,0.292526230544275
40,11499.68,70624.92,36,1,1961.8,17.06,Confiable,0,0.740677515268581
47,13386.59,63074.66,48,4,1314.06,9.82,Riesgoso,1,0.8804831117601601
24,10440.46,75862.65,48,4,1580.47,15.14,Riesgoso,1,0.6621974161033795
30,6416.74,94615.01,24,1,3942.29,61.44,Confiable,1,0.36407054480846013
32,9336.91,50342.63,12,1,4195.22,44.93,Confiable,0,0.580432803054383
26,8415.43,52016.52,36,4,1444.9,17.17,Riesgoso,1,0.5121581842039555
46,11412.53,40751.6,36,3,1131.99,9.92,Riesgoso,1,0.7342203669497736
44,13970.19,95610.93,36,0,2655.86,19.01,Confiable,0,0.9237234073293635
58,5431.09,96015.73,24,0,4000.66,73.66,Confiable,0,0.2910414198465251
64,10732.92,36623.72,24,4,1525.99,14.22,Riesgoso,1,0.6838664648391047
22,12523.0,8423.68,24,3,350.99,2.8,Riesgoso,0,0.8164976990620649
32,3406.68,11110.96,12,1,925.91,27.18,Confiable,0,0.14104812520421703
56,6657.24,8444.27,60,0,140.74,2.11,Confiable,0,0.38188975502846256
41,10156.47,31924.72,12,3,2660.39,26.19,Riesgoso,1,0.6411559295737392
22,10440.87,7801.91,60,3,130.03,1.25,Riesgoso,1,0.6622277939669563
64,7627.23,97625.2,36,3,2711.81,35.55,Riesgoso,1,0.45375859378646727
46,2676.36,59426.07,12,4,4952.17,185.03,Riesgoso,1,0.0869370000155594
26,14408.61,25762.07,36,4,715.61,4.97,Riesgoso,1,0.9562069754984007
55,11460.97,7825.83,12,4,652.15,5.69,Riesgoso,1,0.7378094003928376
35,5478.46,82414.89,60,1,1373.58,25.07,Confiable,0,0.294551174474889
60,2270.59,57189.22,60,1,953.15,41.98,Confiable,0,0.056872547080131626
54,9728.43,48707.0,60,0,811.78,8.34,Confiable,0,0.6094414399996444
27,13006.67,15547.83,12,1,1295.65,9.96,Confiable,0,0.8523339460770694
30,11749.03,26247.27,60,0,437.45,3.72,Confiable,0,0.7591524427877395
36,11801.03,44422.19,48,2,925.46,7.84,Riesgoso,0,0.7630052449974698
29,6923.46,90145.54,12,2,7512.13,108.5,Riesgoso,1,0.40161462049527774
32,10561.07,53142.11,60,4,885.7,8.39,Riesgoso,1,0.6711336944594481
24,14302.0,60498.74,36,4,1680.52,11.75,Riesgoso,0,0.9483079900449518
51,4055.24,33740.98,24,1,1405.87,34.67,Confiable,0,0.18910145984157573
49,1826.73,82544.6,60,2,1375.74,75.31,Riesgoso,1,0.023985916526076432
49,4772.74,26911.18,60,3,448.52,9.4,Riesgoso,1,0.2422627211008345
53,14787.82,17109.56,24,1,712.9,4.82,Confiable,0,0.9843035356128585
27,5268.48,82399.51,24,4,3433.31,65.17,Riesgoso,1,0.27899326278259745
33,9524.63,63768.71,24,2,2657.03,27.9,Riesgoso,0,0.5943414190315092
30,7003.74,7672.74,48,2,159.85,2.28,Riesgoso,0,0.4075627543682997
63,3809.3,5214.88,48,0,108.64,2.85,Confiable,0,0.1708791872365554
31,7757.64,56183.34,60,3,936.39,12.07,Riesgoso,0,0.4634209771743697
62,9772.05,85821.61,60,1,1430.36,14.64,Confiable,0,0.6126733483148065
24,13358.06,71589.31,12,4,5965.78,44.66,Riesgoso,1,0.8783692570093216
57,10935.41,61286.44,60,3,1021.44,9.34,Riesgoso,0,0.6988694248284947
51,8804.43,16100.79,48,4,335.43,3.81,Riesgoso,1,0.5409801084267453
64,2579.18,41853.96,36,2,1162.61,45.08,Riesgoso,0,0.07973670542437504
56,3154.81,27772.79,36,2,771.47,24.45,Riesgoso,0,0.12238648496258707
38,11667.45,20778.27,60,4,346.3,2.97,Riesgoso,1,0.7531079888594743
57,10277.31,24650.05,12,1,2054.17,19.99,Confiable,0,0.6501092491703508
57,14346.99,33905.24,36,0,941.81,6.56,Confiable,0,0.9516414048798704
43,1814.5,88951.3,60,3,1482.52,81.7,Riesgoso,1,0.02307976708328795
38,3650.62,52255.18,24,0,2177.3,59.64,Confiable,0,0.15912221310886315
27,14456.81,67707.3,36,4,1880.76,13.01,Riesgoso,1,0.9597782267774199
31,6046.54,15085.84,60,2,251.43,4.16,Riesgoso,0,0.3366415567691882
48,1553.03,91822.36,12,4,7651.86,492.71,Riesgoso,1,0.003706840279861623
25,11401.01,60455.06,12,3,5037.92,44.19,Riesgoso,1,0.733366823075618
37,14393.47,30582.44,48,1,637.13,4.43,Confiable,0,0.9550852173165677
31,7152.04,84449.14,12,0,7037.43,98.4,Confiable,1,0.4185506499010497
52,12323.59,60996.02,12,1,5083.0,41.25,Confiable,0,0.8017229435112513
40,4061.78,34215.46,48,0,712.82,17.55,Confiable,0,0.1895860238117995
34,8484.25,96232.2,36,4,2673.12,31.51,Riesgoso,1,0.5172572197438331
47,9248.23,27551.18,24,4,1147.97,12.41,Riesgoso,1,0.5738622934397892
39,14602.29,90829.39,36,3,2523.04,17.28,Riesgoso,1,0.9705571818826422
38,4888.72,47368.82,48,0,986.85,20.19,Confiable,0,0.2508559518755367
40,10977.05,72608.94,36,2,2016.92,18.37,Riesgoso,0,0.7019546302902864
29,7785.66,20934.4,12,1,1744.53,22.41,Confiable,0,0.46549704482661275
31,3183.58,86282.58,12,1,7190.22,225.85,Confiable,1,0.12451812187747051
26,13098.25,62634.23,24,4,2609.76,19.92,Riesgoso,1,0.8591193235072059
40,11655.61,86322.84,24,4,3596.78,30.86,Riesgoso,0,0.7522307354332588
37,14885.9,26486.33,24,2,1103.6,7.41,Riesgoso,0,0.9915705133192113
34,11595.9,55214.06,12,2,4601.17,39.68,Riesgoso,1,0.7478066812035857
50,8977.72,72244.07,24,2,3010.17,33.53,Riesgoso,1,0.5538195717906713
62,11330.59,87833.82,24,1,3659.74,32.3,Confiable,0,0.7281492397754409
41,5417.94,10050.45,36,3,279.18,5.15,Riesgoso,0,0.29006710544156444
45,7369.93,84917.2,36,0,2358.81,32.01,Confiable,0,0.4346946320833213
55,4275.18,23727.14,48,2,494.32,11.56,Riesgoso,0,0.205397331341731
31,11136.26,16108.61,36,3,447.46,4.02,Riesgoso,1,0.7137508733635779
23,9281.13,87114.61,48,1,1814.89,19.55,Confiable,0,0.5762999317609454
21,8968.84,85693.04,24,1,3570.54,39.81,Confiable,0,0.5531616317210097
47,10356.69,32896.98,60,4,548.28,5.29,Riesgoso,0,0.6559906999282046
48,8482.85,21425.44,36,0,595.15,7.02,Confiable,0,0.5171534904535712
37,8849.05,84353.97,60,3,1405.9,15.89,Riesgoso,1,0.5442861090920945
62,4251.47,73184.24,60,1,1219.74,28.69,Confiable,1,0.20364060171879436
47,7088.62,60005.33,60,4,1000.09,14.11,Riesgoso,1,0.4138517130521825
27,5969.12,64961.46,12,1,5413.46,90.69,Confiable,1,0.33090532701770137
37,13184.92,93336.2,48,4,1944.5,14.75,Riesgoso,1,0.8655409074979236
41,13299.59,21916.74,36,2,608.8,4.58,Riesgoso,0,0.8740370772938807
25,12970.76,79508.47,36,3,2208.57,17.03,Riesgoso,1,0.8496732897818499
54,2627.4,35665.49,48,0,743.03,28.28,Confiable,1,0.08330943855039799
53,3410.78,15530.84,48,2,323.56,9.49,Riesgoso,0,0.14135190383998425
28,8777.34,78029.3,36,4,2167.48,24.69,Riesgoso,1,0.5389729466601761
38,11172.34,11065.76,24,0,461.07,4.13,Confiable,0,0.7164241253583291
45,8028.95,94639.91,36,1,2628.89,32.74,Confiable,0,0.48352297270363725
31,3774.98,36867.47,12,0,3072.29,81.39,Confiable,1,0.16833633777813342
50,4524.03,53245.54,60,4,887.43,19.62,Riesgoso,0,0.22383521268579581
64,7603.48,94218.94,60,0,1570.32,20.65,Confiable,0,0.4519989004695232
53,4179.57,72478.6,12,3,6039.88,144.51,Riesgoso,1,0.19831336174034037
58,14376.81,95688.55,60,3,1594.81,11.09,Riesgoso,0,0.9538508387624502
32,4050.52,94420.51,12,0,7868.38,194.26,Confiable,1,0.18875174394869254
26,3590.99,56263.81,24,0,2344.33,65.28,Confiable,0,0.15470408626720517
41,7698.52,85633.85,36,1,2378.72,30.9,Confiable,0,0.4590406374313072
30,11756.77,42560.03,48,3,886.67,7.54,Riesgoso,0,0.7597259175781879
41,14700.07,64261.38,36,0,1785.04,12.14,Confiable,0,0.9778019318839387
30,1528.25,60180.32,12,2,5015.03,328.16,Riesgoso,1,0.0018708318422247859
23,10159.34,10419.3,24,1,434.14,4.27,Confiable,1,0.6413685746187764
43,12196.33,40669.97,24,4,1694.58,13.89,Riesgoso,1,0.7922939510264384
48,6840.97,87942.88,12,0,7328.57,107.13,Confiable,1,0.39550274252834217
32,6239.93,47630.9,36,3,1323.08,21.2,Riesgoso,1,0.35097027637187544
37,10890.6,87058.09,24,1,3627.42,33.31,Confiable,0,0.6955493466166099
64,6549.55,11873.85,12,0,989.49,15.11,Confiable,0,0.3739107498368116
24,2236.91,61412.76,36,1,1705.91,76.26,Confiable,0,0.0543771167258294
51,6757.57,67198.03,60,1,1119.97,16.57,Confiable,0,0.3893234405227363
34,1607.14,81993.37,36,2,2277.59,141.72,Riesgoso,1,0.007715977348486708
36,14320.59,60278.12,24,1,2511.59,17.54,Confiable,0,0.9496853668349304
22,14594.96,10485.56,12,1,873.8,5.99,Confiable,0,0.9700140849557705
26,7857.23,81985.54,12,2,6832.13,86.95,Riesgoso,0,0.47079983432950495
28,1886.22,60092.74,36,3,1669.24,88.5,Riesgoso,1,0.028393670438708215
37,12468.12,70335.12,36,0,1953.75,15.67,Confiable,0,0.8124315108837958
43,6903.78,98225.84,12,0,8185.49,118.57,Confiable,0,0.4001564830435952
29,2094.09,11240.67,12,1,936.72,44.73,Confiable,0,0.04379524727210491
64,6831.08,46378.2,24,4,1932.42,28.29,Riesgoso,1,0.3947699691849916
31,12796.84,36464.64,60,0,607.74,4.75,Confiable,0,0.8367871482373059
55,5071.78,43578.87,12,4,3631.57,71.6,Riesgoso,1,0.2644192975007909
51,12575.59,28284.6,24,1,1178.52,9.37,Confiable,0,0.8203942157584055
21,12970.68,48825.95,24,2,2034.41,15.68,Riesgoso,1,0.8496673623938349
28,7339.36,12647.82,36,1,351.33,4.79,Confiable,0,0.432429628938101
28,14850.28,23447.27,12,2,1953.94,13.16,Riesgoso,0,0.9889313438055461
40,13398.66,58100.62,48,4,1210.43,9.03,Riesgoso,0,0.8813774064269186
46,10379.35,72045.35,24,3,3001.89,28.92,Riesgoso,0,0.6576696325834447
49,6934.55,80915.2,48,3,1685.73,24.31,Riesgoso,1,0.4024363046588529
36,4523.47,79577.75,24,0,3315.74,73.3,Confiable,0,0.22379372096969105
40,6477.29,36049.98,12,4,3004.17,46.38,Riesgoso,1,0.3685568366122903
63,3206.36,18097.37,36,0,502.7,15.68,Confiable,0,0.1262059456147331
47,9482.48,13343.33,48,1,277.99,2.93,Confiable,0,0.5912184264711221
23,11170.9,53194.62,60,1,886.58,7.94,Confiable,0,0.7163174323740596
22,12852.44,83607.36,48,2,1741.82,13.55,Riesgoso,1,0.8409066829077099
25,14582.62,16390.54,36,4,455.29,3.12,Riesgoso,1,0.9690997853544615
30,2426.3,37865.27,48,2,788.86,32.51,Riesgoso,1,0.06840946692776813
61,11314.78,20835.7,24,3,868.15,7.67,Riesgoso,0,0.7269778397189826
35,8315.36,65401.54,24,2,2725.06,32.77,Riesgoso,0,0.5047437627207304
48,7284.86,94795.94,12,3,7899.66,108.44,Riesgoso,1,0.42839159585290293
48,14433.78,32557.13,36,4,904.36,6.27,Riesgoso,0,0.9580718799526106
54,9802.62,72242.07,48,3,1505.04,15.35,Riesgoso,0,0.6149383514600268
58,6479.6,36716.8,36,2,1019.91,15.74,Riesgoso,0,0.3687279899412226
39,4073.74,30032.59,24,0,1251.36,30.72,Confiable,0,0.19047216832003744
38,5726.15,67305.01,48,0,1402.19,24.49,Confiable,0,0.3129031086927368
56,10722.18,97172.93,24,0,4048.87,37.76,Confiable,0,0.6830707129980951
31,5115.4,61966.98,24,1,2581.96,50.47,Confiable,0,0.2676512058159531
54,6971.6,83248.63,12,4,6937.39,99.51,Riesgoso,1,0.40518142623328574
41,12395.74,28417.38,36,4,789.37,6.37,Riesgoso,1,0.807068706577252
44,7851.05,29532.08,24,3,1230.5,15.67,Riesgoso,1,0.4703419436053486
51,4722.7,76153.28,12,0,6346.11,134.37,Confiable,1,0.23855513989747099
42,2505.19,69333.34,60,3,1155.56,46.13,Riesgoso,1,0.07425461243403003
41,10189.78,48499.49,36,3,1347.21,13.22,Riesgoso,1,0.6436239457584724
27,5523.02,85206.08,24,4,3550.25,64.28,Riesgoso,1,0.2978527295992271
36,13446.94,59030.78,48,4,1229.81,9.15,Riesgoso,1,0.8849545850939529
59,12546.89,19298.89,60,4,321.65,2.56,Riesgoso,1,0.8182677653080352
40,6213.91,99244.34,48,1,2067.59,33.27,Confiable,0,0.34904239342000654
22,11889.92,66845.6,24,4,2785.23,23.43,Riesgoso,1,0.7695913140056029
48,5547.03,27105.14,12,2,2258.76,40.72,Riesgoso,1,0.2996316869272198
38,14849.68,28587.51,48,4,595.57,4.01,Riesgoso,1,0.9888868883954338
22,10114.44,30427.09,36,0,845.2,8.36,Confiable,0,0.6380418280953747
46,14224.06,33387.93,48,2,695.58,4.89,Riesgoso,0,0.9425332322713676
56,2989.05,60259.39,48,1,1255.4,42.0,Confiable,0,0.11010493699557003
26,13184.57,70567.17,48,1,1470.15,11.15,Confiable,0,0.865514975175358
37,4239.18,81220.6,60,2,1353.68,31.93,Riesgoso,0,0.20273000673499464
56,9019.95,56784.45,36,4,1577.35,17.49,Riesgoso,1,0.5569484917390735
40,2440.88,92511.5,36,3,2569.76,105.28,Riesgoso,1,0.06948973339349633
34,13231.5,24150.19,48,2,503.13,3.8,Riesgoso,1,0.8689921291696396
50,12723.52,12693.08,36,4,352.59,2.77,Riesgoso,1,0.8313546971215863
49,10059.77,43468.0,24,0,1811.17,18.0,Confiable,0,0.6339911993106448
62,7645.51,8940.25,36,0,248.34,3.25,Confiable,0,0.4551130019478879
28,5798.04,48096.68,60,3,801.61,13.83,Riesgoso,0,0.3182296077476889
59,6529.82,66196.73,12,0,5516.39,84.48,Confiable,0,0.3724489077676197
37,7976.52,94554.58,24,2,3939.77,49.39,Riesgoso,1,0.4796383107833266
59,5299.74,72594.18,36,3,2016.5,38.05,Riesgoso,1,0.28130938964944685
28,2722.59,51759.45,48,1,1078.32,39.61,Confiable,0,0.09036228936470997
62,4480.03,55991.44,60,3,933.19,20.83,Riesgoso,1,0.22057514927756253
56,11836.58,71534.6,12,0,5961.22,50.36,Confiable,0,0.7656392280466219
26,8254.55,99209.44,36,4,2755.82,33.39,Riesgoso,1,0.5002382069058515
21,14233.79,69822.76,12,1,5818.56,40.88,Confiable,0,0.9432541508386885
42,13727.71,62128.02,60,2,1035.47,7.54,Riesgoso,0,0.9057574942559905
57,6743.61,46302.8,24,4,1929.28,28.61,Riesgoso,1,0.38828911131412414
64,5120.31,19181.53,24,1,799.23,15.61,Confiable,1,0.2680149992553719
43,10672.3,60859.57,48,1,1267.91,11.88,Confiable,0,0.6793749865707615
40,5371.59,35288.94,36,2,980.25,18.25,Riesgoso,0,0.28663292501039145
31,9083.83,87895.22,24,3,3662.3,40.32,Riesgoso,0,0.5616815110690266
46,2047.14,91915.61,12,4,7659.63,374.16,Riesgoso,1,0.04031661143081961
59,4522.25,13958.8,36,0,387.74,8.57,Confiable,0,0.22370332830246276
57,4550.4,44668.73,60,0,744.48,16.36,Confiable,0,0.22578902796023015
35,8935.98,11948.57,12,0,995.71,11.14,Confiable,0,0.5507269570938609
48,9397.46,13134.37,36,0,364.84,3.88,Confiable,0,0.5849190948582131
35,3839.45,71023.7,48,4,1479.66,38.54,Riesgoso,1,0.17311307159469705
41,3558.85,35749.14,60,3,595.82,16.74,Riesgoso,1,0.15232275813219112
24,12142.26,70208.77,12,3,5850.73,48.18,Riesgoso,1,0.7882877776518208
60,13394.48,24636.02,24,3,1026.5,7.66,Riesgoso,0,0.8810677004031364
58,6127.8,68753.24,24,3,2864.72,46.75,Riesgoso,0,0.34266230114539364
36,3420.74,20215.74,12,4,1684.65,49.25,Riesgoso,1,0.14208986364784792
38,2974.23,99905.42,36,3,2775.15,93.31,Riesgoso,1,0.1090068883657969
37,7216.47,79005.52,12,2,6583.79,91.23,Riesgoso,1,0.4233244200236058
